dataset,model,trial,drift_type,severity,clean_accuracy,drift_accuracy,accuracy_drop,probe_layer,ks_threshold,mmd_threshold,layer1_ks_mean,layer1_ks_max,layer1_mmd,layer2_ks_mean,layer2_ks_max,layer2_mmd,layer3_ks_mean,layer3_ks_max,layer3_mmd,layer4_ks_mean,layer4_ks_max,layer4_mmd,ks_mean,ks_max,pvalue_mean,mmd,ks_alert,mmd_alert,features.3_ks_mean,features.3_ks_max,features.3_mmd,features.4_ks_mean,features.4_ks_max,features.4_mmd,features.6_ks_mean,features.6_ks_max,features.6_mmd,features.8_ks_mean,features.8_ks_max,features.8_mmd
bloodmnist,EfficientNet-B0,0,gaussian_noise,medium,0.7733333333333333,0.11333333333333333,0.66,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.42630208333333336,1.0,0.020587058769258117,0.6785625219345093,True,True,0.8241666666666667,1.0,0.8971551060676575,0.7439166666666667,1.0,0.8754997849464417,0.4793229166666667,1.0,0.7381592392921448,0.42630208333333336,1.0,0.6785625219345093
bloodmnist,EfficientNet-B0,0,gaussian_noise,high,0.7733333333333333,0.06666666666666667,0.7066666666666667,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.4834375000000001,1.0,0.025395142573627398,0.7264177203178406,True,True,0.877,1.0,0.9045351147651672,0.7650833333333333,1.0,0.8900471925735474,0.50296875,1.0,0.7646912336349487,0.4834375000000001,1.0,0.7264177203178406
bloodmnist,EfficientNet-B0,0,motion_blur,low,0.7733333333333333,0.7933333333333333,-0.020000000000000018,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.20114583333333336,0.49333333333333335,0.14805559279538472,0.2624817192554474,True,True,0.378,0.9533333333333334,0.5103203654289246,0.3675833333333333,0.9466666666666667,0.5209187269210815,0.20109375000000002,0.5533333333333333,0.26012173295021057,0.20114583333333336,0.49333333333333335,0.2624817192554474
bloodmnist,EfficientNet-B0,0,motion_blur,medium,0.7733333333333333,0.6666666666666666,0.10666666666666669,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.27046875000000004,0.7133333333333334,0.10942268670143418,0.3595617115497589,True,True,0.4416666666666667,0.9533333333333334,0.5608707666397095,0.39575000000000005,0.96,0.5926467180252075,0.3065625,0.7666666666666667,0.42546406388282776,0.27046875000000004,0.7133333333333334,0.3595617115497589
bloodmnist,EfficientNet-B0,0,motion_blur,high,0.7733333333333333,0.6533333333333333,0.12,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.2655208333333333,0.7066666666666667,0.10880930633585756,0.35325267910957336,True,True,0.454,0.9533333333333334,0.6013345718383789,0.40408333333333335,0.9666666666666667,0.6039325594902039,0.32729166666666665,0.8266666666666667,0.45858070254325867,0.2655208333333333,0.7066666666666667,0.35325267910957336
bloodmnist,EfficientNet-B0,0,brightness_shift,low,0.7733333333333333,0.72,0.053333333333333344,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.13651041666666666,0.44666666666666666,0.37849340533948783,0.18432924151420593,False,True,0.4021666666666667,0.8933333333333333,0.4988560676574707,0.2540833333333333,0.8,0.3325057327747345,0.15697916666666667,0.42,0.1902574598789215,0.13651041666666666,0.44666666666666666,0.18432924151420593
bloodmnist,EfficientNet-B0,0,brightness_shift,medium,0.7733333333333333,0.7066666666666667,0.06666666666666665,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.19354166666666667,0.64,0.18897905729507541,0.28646114468574524,True,True,0.5616666666666666,0.9733333333333334,0.7088157534599304,0.39875,0.9533333333333334,0.5665631294250488,0.2345833333333333,0.6266666666666667,0.32183772325515747,0.19354166666666667,0.64,0.28646114468574524
bloodmnist,EfficientNet-B0,0,brightness_shift,high,0.7733333333333333,0.7066666666666667,0.06666666666666665,features.8,0.19346923828124998,0.15851704105734823,,,,,,,,,,,,,0.25203125,0.7266666666666667,0.1406558785257509,0.36831167340278625,True,True,0.6563333333333333,1.0,0.8389153480529785,0.5355833333333333,1.0,0.7388944029808044,0.30859375,0.8,0.4347539246082306,0.25203125,0.7266666666666667,0.36831167340278625
bloodmnist,ResNet-50,1,gaussian_noise,low,0.7,0.4866666666666667,0.21333333333333326,layer4,0.20775146484374998,0.2032739251852035,0.7797395833333334,1.0,0.8816952109336853,0.67140625,1.0,0.945341169834137,0.5188020833333333,1.0,0.8246955871582031,0.42296875,1.0,0.6967471241950989,0.42296875,1.0,0.052120540974532725,0.6967471241950989,True,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,gaussian_noise,medium,0.7,0.38666666666666666,0.3133333333333333,layer4,0.20775146484374998,0.2032739251852035,0.87015625,1.0,0.8884693384170532,0.7128125,1.0,0.9202922582626343,0.55515625,1.0,0.8455037474632263,0.42921875,1.0,0.7068338990211487,0.42921875,1.0,0.041727697872951164,0.7068338990211487,True,True,,,,,,,,,,,,
